,visL,visR,gamma,baseline,audL,audR,neuronID,model_type,r2,mse,adj_r2,hemi,bombcell_class,is_good,BerylAcronym,ml,ap,dv,probeID,firing_rate,amp_median,subject,date
506,1.355305011133505,1.5280408332837774,0.001,2.1642454857263678,,,neuron_217,vis,-0.02384433583334511,54.66823151208911,-0.04902083589482076,-1.0,mua,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,3.443162437494148,12.217104911213251,AV005,2022-05-12
507,,,,3.3928593745805427,,,neuron_217,baseline,-0.007085400006649589,53.77338709912049,-0.015207056458316215,-1.0,mua,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,3.443162437494148,12.217104911213251,AV005,2022-05-12
508,0.597615222168571,1.7230733758202588,0.001,5.836558507558949,-0.6245625841039669,-0.31296577799133346,neuron_218,audiovisual,-0.02630223730313941,133.87309796114084,-0.0690648305241035,-1.0,good,True,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,5.499107137092002,10.773689270019531,AV005,2022-05-12
509,,,,6.807229585771299,-0.6083986145146986,-0.28027858347546614,neuron_218,aud,-0.009763733232466043,131.71577948797648,-0.034593988967690725,-1.0,good,True,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,5.499107137092002,10.773689270019531,AV005,2022-05-12
510,0.5706870170573651,1.703402879779075,0.001,5.540907760943982,,,neuron_218,vis,-0.021680401312669906,133.27021561340442,-0.046803689869538756,-1.0,good,True,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,5.499107137092002,10.773689270019531,AV005,2022-05-12
511,,,,6.507936635571006,,,neuron_218,baseline,-0.005842868541200197,131.2043333624321,-0.01395450457782288,-1.0,good,True,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,5.499107137092002,10.773689270019531,AV005,2022-05-12
512,-0.09355301799753374,-0.1392918937051758,0.021699691304985107,0.09527780143410026,0.11952757186360663,0.003909161361586203,neuron_219,audiovisual,-0.007547163696862036,1.5738957961503,-0.04952829551756466,-1.0,mua,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,0.4822840203497536,12.365375511285368,AV005,2022-05-12
513,,,,-1.2988345025806989e-06,0.11697386334287982,-2.623326897294795e-06,neuron_219,aud,-0.006954379551612266,1.572969804288232,-0.03171555281927496,-1.0,mua,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,0.4822840203497536,12.365375511285368,AV005,2022-05-12
514,-0.09168625156340907,-0.13929642378522797,0.03583133956227343,0.13521012811679536,,,neuron_219,vis,-0.009363167830648722,1.5767325876921185,-0.03418357359697621,-1.0,mua,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,0.4822840203497536,12.365375511285368,AV005,2022-05-12
515,,,,0.039682538194050605,,,neuron_219,baseline,-0.009072580872035774,1.5762786599663943,-0.017210262975842605,-1.0,mua,False,SCs,4637.720928691982,9044.547317698783,1655.5951947697476,0.0,0.4822840203497536,12.365375511285368,AV005,2022-05-12
516,-1.0662156853322686,-0.08987551026885672,1.0701243469895572,3.0113175284285445,-0.6402387990497328,-0.8850478557919244,neuron_22,audiovisual,-0.01935757906703839,58.94244504809404,-0.06183081152816494,-1.0,good,True,SCm,4719.201264755404,9386.212645568445,1696.724526117198,0.0,3.040665028811124,16.801500320377297,AV005,2022-05-12
517,,,,2.7710807607807713,-0.6658166737942057,-0.9147944180875272,neuron_22,aud,-0.010731097420756397,58.443634884873646,-0.03558514079995545,-1.0,good,True,SCm,4719.201264755404,9386.212645568445,1696.724526117198,0.0,3.040665028811124,16.801500320377297,AV005,2022-05-12
518,-1.113771040245596,-0.11694063329790542,1.0473007906289153,2.519928218681605,,,neuron_22,vis,-0.010492812849182576,58.429856525292855,-0.035340996771703326,-1.0,good,True,SCm,4719.201264755404,9386.212645568445,1696.724526117198,0.0,3.040665028811124,16.801500320377297,AV005,2022-05-12
519,,,,2.242063874128068,,,neuron_22,baseline,-0.00033360382908242947,57.84241926902856,-0.008400810311575135,-1.0,good,True,SCm,4719.201264755404,9386.212645568445,1696.724526117198,0.0,3.040665028811124,16.801500320377297,AV005,2022-05-12
